Company,Date,Close Price,Percentage Change
16200.0,2023-07-27,97657.0,4.55%
16200.0,2023-07-13,88316.0,4.35%
16200.0,2023-06-29,86806.0,-5.25%
16200.0,2023-06-15,88033.0,-4.60%
16200.0,2023-06-01,93505.0,17.14%
16200.0,2023-05-18,79729.0,8.89%
16200.0,2023-05-04,71709.0,-0.13%
16200.0,2023-04-17,73596.0,0.00%
16200.0,2023-04-03,69633.0,0.82%
16200.0,2023-03-20,71426.0,-1.69%
16200.0,2023-03-06,73125.0,-0.39%
16200.0,2023-02-20,77370.0,6.49%
16200.0,2023-02-06,77842.0,-3.28%
16200.0,2023-01-16,77748.0,1.85%
16200.0,2022-12-30,80012.0,1.56%
16200.0,2022-12-16,68407.0,5.07%
16200.0,2022-12-02,70200.0,15.35%
16200.0,2022-11-18,61330.0,-7.80%
16200.0,2022-11-04,68879.0,-9.32%
16200.0,2022-10-21,75483.0,-5.88%
16200.0,2022-10-07,83504.0,-9.32%
16200.0,2022-09-23,99072.0,0.48%
16200.0,2022-09-09,88504.0,-5.25%
16200.0,2022-08-24,96713.0,-1.42%
16200.0,2022-08-10,97668.0,0.00%
16200.0,2022-07-27,91564.0,-2.33%
16200.0,2022-07-13,85721.0,2.61%
16200.0,2022-06-29,87204.0,8.11%
16200.0,2022-06-15,88076.0,763.32%
16200.0,2022-06-01,10420.0,-89.47%
16200.0,2022-05-18,99412.0,882.82%
16200.0,2022-05-04,11336.0,2.76%
16200.0,2022-04-18,12688.0,-5.52%
16200.0,2022-04-01,14824.0,-3.41%
16200.0,2022-03-18,1491.0,-90.39%
16200.0,2022-03-04,14737.0,1.68%
16200.0,2022-02-18,13633.0,3.42%
16200.0,2022-01-28,12814.0,-6.01%
16200.0,2022-01-14,14165.0,-6.49%
16200.0,2021-12-30,15475.0,-6.90%
16200.0,2021-12-16,14738.0,1.13%
16200.0,2021-12-02,15475.0,2.71%
16200.0,2021-11-18,14493.0,-5.85%
16200.0,2021-11-04,14247.0,12.99%
16200.0,2021-10-21,12282.0,15.39%
16200.0,2021-10-07,10726.0,0.00%
16200.0,2021-09-23,10071.0,-89.02%
16200.0,2021-09-09,85157.0,-7.96%
16200.0,2021-08-24,93345.0,5.56%
16200.0,2021-08-10,82700.0,-2.89%
16200.0,2021-07-27,85265.0,-9.09%
16200.0,2021-07-13,88107.0,-2.36%
16200.0,2021-06-29,91660.0,5.74%
16200.0,2021-06-15,94502.0,16.67%
16200.0,2021-06-01,76028.0,-2.73%
16200.0,2021-05-18,79580.0,-1.76%
16200.0,2021-05-04,82423.0,-6.45%
16200.0,2021-04-15,85265.0,13.21%
16200.0,2021-04-01,77449.0,3.81%
16200.0,2021-03-18,76738.0,18.68%
16200.0,2021-03-04,66080.0,12.05%
16200.0,2021-02-18,56843.0,-22.33%
16200.0,2021-01-28,77449.0,12.37%
16200.0,2021-01-14,68922.0,5.43%
16200.0,2020-12-30,64659.0,1.11%
16200.0,2020-12-16,63948.0,12.50%
16200.0,2020-12-02,57554.0,1.25%
16200.0,2020-11-18,57554.0,0.00%
16200.0,2020-11-04,56133.0,0.00%
16200.0,2020-10-21,58264.0,5.13%
16200.0,2020-10-07,55422.0,14.70%
16200.0,2020-09-17,47606.0,-4.29%
16200.0,2020-09-03,47606.0,4.69%
16200.0,2020-08-13,42632.0,5.26%
16200.0,2020-07-30,46895.0,0.00%
16200.0,2020-07-16,47606.0,3.08%
16200.0,2020-07-02,51869.0,1.39%
16200.0,2020-06-18,54711.0,4.05%
16200.0,2020-06-04,53290.0,7.14%
16200.0,2020-05-21,52580.0,5.71%
16200.0,2020-05-07,51869.0,10.61%
16200.0,2020-04-21,46895.0,1.54%
16200.0,2020-04-07,50448.0,-4.05%
16200.0,2020-03-23,50448.0,-6.58%
16200.0,2020-03-09,60396.0,3.66%
16200.0,2020-02-18,49738.0,7.69%
16200.0,2020-02-04,46185.0,6.56%
16200.0,2020-01-14,38369.0,-5.26%
16200.0,2019-12-30,39790.0,1.82%
16200.0,2019-12-16,39079.0,-1.79%
16200.0,2019-12-02,41211.0,-1.70%
69300.0,2023-11-20,69300.0,0.87%
69300.0,2023-11-06,71000.0,5.03%
69300.0,2023-10-23,70200.0,-6.65%
69300.0,2023-10-09,73700.0,-2.51%
69300.0,2023-09-25,77600.0,-1.65%
69300.0,2023-09-11,79500.0,2.19%
69300.0,2023-08-24,74700.0,1.49%
69300.0,2023-08-10,73100.0,-0.27%
69300.0,2023-07-27,73262.0,4.27%
69300.0,2023-07-13,70746.0,3.69%
69300.0,2023-06-29,69585.0,7.47%
69300.0,2023-06-15,64165.0,1.22%
69300.0,2023-06-01,63971.0,-1.49%
69300.0,2023-05-18,66972.0,-1.14%
69300.0,2023-05-04,66391.0,-2.70%
69300.0,2023-04-17,69391.0,-3.63%
69300.0,2023-04-03,72004.0,-0.27%
69300.0,2023-03-20,71907.0,-3.38%
69300.0,2023-03-06,72585.0,-0.27%
69300.0,2023-02-20,75004.0,2.92%
69300.0,2023-02-06,74908.0,-2.52%
69300.0,2023-01-16,76843.0,-1.61%
69300.0,2022-12-30,73649.0,-0.13%
69300.0,2022-12-16,74162.0,-2.50%
69300.0,2022-12-02,79867.0,2.19%
69300.0,2022-11-18,73211.0,-1.79%
69300.0,2022-11-04,76064.0,2.56%
69300.0,2022-10-21,73211.0,4.05%
69300.0,2022-10-07,66366.0,-3.46%
69300.0,2022-09-23,72926.0,0.92%
69300.0,2022-09-09,72166.0,0.53%
69300.0,2022-08-24,73877.0,7.02%
69300.0,2022-08-10,68933.0,-1.23%
69300.0,2022-07-27,68648.0,-1.09%
69300.0,2022-07-13,68933.0,2.55%
69300.0,2022-06-29,66439.0,2.41%
69300.0,2022-06-15,59271.0,-9.15%
69300.0,2022-06-01,66071.0,0.00%
69300.0,2022-05-18,64601.0,1.15%
69300.0,2022-05-04,66623.0,-1.36%
69300.0,2022-04-18,70758.0,-0.39%
69300.0,2022-04-01,75077.0,8.64%
69300.0,2022-03-18,69839.0,-2.56%
69300.0,2022-03-04,71585.0,-1.27%
69300.0,2022-02-18,74066.0,-1.71%
69300.0,2022-01-28,76363.0,0.60%
69300.0,2022-01-14,77834.0,1.07%
69300.0,2021-12-30,77097.0,0.71%
69300.0,2021-12-16,78272.0,-0.46%
69300.0,2021-12-02,78995.0,-0.11%
69300.0,2021-11-18,79537.0,-1.79%
69300.0,2021-11-04,79899.0,-2.43%
69300.0,2021-10-21,80531.0,-1.00%
69300.0,2021-10-07,8026.0,-90.09%
69300.0,2021-09-23,82068.0,5.09%
69300.0,2021-09-09,77007.0,-0.83%
69300.0,2021-08-24,76676.0,-3.36%
69300.0,2021-08-10,79430.0,2.64%
69300.0,2021-07-27,77742.0,1.86%
69300.0,2021-07-13,74899.0,-3.10%
69300.0,2021-06-29,80852.0,0.44%
69300.0,2021-06-15,82540.0,3.57%
69300.0,2021-06-01,78893.0,-0.66%
69300.0,2021-05-18,76348.0,-4.60%
69300.0,2021-05-04,80384.0,-7.94%
69300.0,2021-04-15,86966.0,-0.80%
69300.0,2021-04-01,88634.0,2.54%
69300.0,2021-03-18,89950.0,-0.29%
69300.0,2021-03-04,90740.0,-1.15%
69300.0,2021-02-18,95654.0,0.18%
69300.0,2021-01-28,84333.0,-12.87%
69300.0,2021-01-14,99252.0,2.45%
69300.0,2020-12-30,94605.0,-1.27%
69300.0,2020-12-16,97040.0,1.73%
69300.0,2020-12-02,94779.0,-1.36%
69300.0,2020-11-18,95127.0,1.77%
69300.0,2020-11-04,93909.0,0.56%
69300.0,2020-10-21,92518.0,-0.93%
69300.0,2020-10-07,93909.0,3.42%
69300.0,2020-09-17,88808.0,-0.16%
69300.0,2020-09-03,88950.0,8.25%
69300.0,2020-08-13,83030.0,1.39%
69300.0,2020-07-30,77751.0,-4.55%
69300.0,2020-07-16,83814.0,1.38%
69300.0,2020-07-02,80604.0,-1.65%
69300.0,2020-06-18,81110.0,-5.81%
69300.0,2020-06-04,82941.0,2.61%
69300.0,2020-05-21,80969.0,1.77%
69300.0,2020-05-07,72802.0,2.89%
69300.0,2020-04-21,68155.0,-2.22%
69300.0,2020-04-07,69352.0,8.00%
69300.0,2020-03-23,58931.0,-13.71%
69300.0,2020-03-09,68296.0,-7.18%
69300.0,2020-02-18,74281.0,-1.58%
69300.0,2020-02-04,73928.0,-13.22%
69300.0,2020-01-14,82941.0,-0.59%
69300.0,2019-12-30,82025.0,-0.43%
69300.0,2019-12-16,82866.0,0.51%
69300.0,2019-12-02,82587.0,-3.03%
26800.0,2023-11-20,26800.0,3.08%
26800.0,2023-11-06,25600.0,-2.66%
26800.0,2023-10-23,28000.0,-5.41%
26800.0,2023-10-09,23900.0,3.02%
26800.0,2023-09-25,23400.0,-1.27%
26800.0,2023-09-11,24600.0,-0.81%
26800.0,2023-08-24,24000.0,-7.34%
26800.0,2023-08-10,24900.0,-0.40%
26800.0,2023-07-27,26300.0,0.77%
26800.0,2023-07-13,26500.0,9.05%
26800.0,2023-06-29,23600.0,1.29%
26800.0,2023-06-15,22900.0,-0.43%
26800.0,2023-06-01,23200.0,3.11%
26800.0,2023-05-18,22000.0,-0.45%
26800.0,2023-05-04,21300.0,1.91%
26800.0,2023-04-17,21000.0,0.00%
26800.0,2023-04-03,21500.0,6.44%
26800.0,2023-03-20,19900.0,-1.97%
26800.0,2023-03-06,20400.0,2.00%
26800.0,2023-02-20,21800.0,6.86%
26800.0,2023-02-06,20700.0,-8.41%
26800.0,2023-01-16,22300.0,3.24%
26800.0,2022-12-30,20000.0,-3.85%
26800.0,2022-12-16,22600.0,10.78%
26800.0,2022-12-02,21600.0,8.54%
26800.0,2022-11-18,18900.0,-16.00%
26800.0,2022-11-04,24200.0,1.26%
26800.0,2022-10-21,24600.0,-6.46%
26800.0,2022-10-07,26800.0,-12.13%
26800.0,2022-09-23,29300.0,1.03%
26800.0,2022-09-09,30000.0,-6.54%
26800.0,2022-08-24,33500.0,-0.89%
26800.0,2022-08-10,33500.0,0.30%
26800.0,2022-07-27,32300.0,-0.92%
26800.0,2022-07-13,31400.0,27.64%
26800.0,2022-06-29,24800.0,4.20%
26800.0,2022-06-15,26400.0,-12.00%
26800.0,2022-06-01,30300.0,-1.30%
26800.0,2022-05-18,30000.0,-3.54%
26800.0,2022-05-04,35500.0,16.01%
26800.0,2022-04-18,42100.0,12.27%
26800.0,2022-04-01,35900.0,7.81%
26800.0,2022-03-18,33200.0,0.61%
26800.0,2022-03-04,32000.0,0.63%
26800.0,2022-02-18,32900.0,3.46%
26800.0,2022-01-28,30000.0,-1.64%
26800.0,2022-01-14,31300.0,-3.69%
26800.0,2021-12-30,31800.0,0.63%
26800.0,2021-12-16,32400.0,-0.31%
26800.0,2021-12-02,34900.0,0.00%
26800.0,2021-11-18,37400.0,2.19%
26800.0,2021-11-04,37900.0,-0.52%
26800.0,2021-10-21,37800.0,-0.26%
26800.0,2021-10-07,37000.0,7.87%
26800.0,2021-09-23,35000.0,-1.41%
26800.0,2021-09-09,32600.0,4.15%
26800.0,2021-08-24,29500.0,-11.94%
26800.0,2021-08-10,31800.0,2.25%
26800.0,2021-07-27,29500.0,4.24%
26800.0,2021-07-13,28000.0,-7.89%
26800.0,2021-06-29,33000.0,-5.17%
26800.0,2021-06-15,34600.0,2.98%
26800.0,2021-06-01,30700.0,-2.85%
26800.0,2021-05-18,30700.0,-6.12%
26800.0,2021-05-04,30800.0,-10.72%
26800.0,2021-04-15,37800.0,-5.03%
26800.0,2021-04-01,40300.0,1.77%
26800.0,2021-03-18,43400.0,-1.36%
26800.0,2021-03-04,43500.0,9.02%
26800.0,2021-02-18,40900.0,4.87%
26800.0,2021-01-28,33800.0,-28.09%
26800.0,2021-01-14,43600.0,24.57%
26800.0,2020-12-30,33300.0,-2.06%
26800.0,2020-12-16,32600.0,1.24%
26800.0,2020-12-02,32700.0,6.51%
26800.0,2020-11-18,27700.0,-2.12%
26800.0,2020-11-04,27800.0,2.96%
26800.0,2020-10-21,27800.0,0.36%
26800.0,2020-10-07,28100.0,1.81%
26800.0,2020-09-17,27100.0,0.00%
26800.0,2020-09-03,28000.0,4.87%
26800.0,2020-08-13,26500.0,1.92%
26800.0,2020-07-30,25200.0,-10.32%
26800.0,2020-07-16,28600.0,-2.39%
26800.0,2020-07-02,27900.0,0.00%
26800.0,2020-06-18,27800.0,-1.07%
26800.0,2020-06-04,30000.0,1.35%
26800.0,2020-05-21,30000.0,10.29%
26800.0,2020-05-07,27900.0,8.14%
26800.0,2020-04-21,24400.0,-3.94%
26800.0,2020-04-07,22600.0,17.10%
26800.0,2020-03-23,19000.0,-13.24%
26800.0,2020-03-09,23700.0,-11.90%
26800.0,2020-02-18,28700.0,2.87%
26800.0,2020-02-04,24200.0,-6.20%
26800.0,2020-01-14,23700.0,-3.27%
26800.0,2019-12-30,25000.0,0.00%
26800.0,2019-12-16,25900.0,4.44%
26800.0,2019-12-02,25500.0,-13.27%
25950.0,2023-11-20,25950.0,-2.81%
25950.0,2023-11-06,24650.0,1.02%
25950.0,2023-10-23,24150.0,-2.62%
25950.0,2023-10-09,25400.0,1.60%
25950.0,2023-09-25,25300.0,-5.95%
25950.0,2023-09-11,26685.0,-0.71%
25950.0,2023-08-24,26733.0,-1.03%
25950.0,2023-08-10,27448.0,-1.03%
25950.0,2023-07-27,27591.0,1.23%
25950.0,2023-07-13,26685.0,2.19%
25950.0,2023-06-29,25637.0,-14.19%
25950.0,2023-06-15,27067.0,0.71%
25950.0,2023-06-01,26733.0,-0.18%
25950.0,2023-05-18,27591.0,1.40%
25950.0,2023-05-04,26781.0,-1.40%
25950.0,2023-04-17,26400.0,-8.43%
25950.0,2023-04-03,26304.0,6.15%
25950.0,2023-03-20,24827.0,2.16%
25950.0,2023-03-06,25685.0,-1.28%
25950.0,2023-02-20,25589.0,1.13%
25950.0,2023-02-06,25208.0,-1.31%
25950.0,2023-01-16,25256.0,-1.12%
25950.0,2022-12-30,25494.0,4.49%
25950.0,2022-12-16,24684.0,-1.34%
25950.0,2022-12-02,26161.0,3.20%
25950.0,2022-11-18,24779.0,9.24%
25950.0,2022-11-04,22968.0,-7.13%
25950.0,2022-10-21,23350.0,-2.78%
25950.0,2022-10-07,24875.0,-3.51%
25950.0,2022-09-23,27972.0,0.34%
25950.0,2022-09-09,28138.0,-2.21%
25950.0,2022-08-24,27230.0,-1.15%
25950.0,2022-08-10,25869.0,1.24%
25950.0,2022-07-27,24689.0,1.65%
25950.0,2022-07-13,24507.0,0.37%
25950.0,2022-06-29,25233.0,3.73%
25950.0,2022-06-15,25415.0,-5.08%
25950.0,2022-06-01,24416.0,-0.74%
25950.0,2022-05-18,25415.0,-9.97%
25950.0,2022-05-04,30770.0,8.48%
25950.0,2022-04-18,32222.0,5.97%
25950.0,2022-04-01,31678.0,4.18%
25950.0,2022-03-18,26867.0,1.02%
25950.0,2022-03-04,26958.0,0.00%
25950.0,2022-02-18,26504.0,-3.47%
25950.0,2022-01-28,27593.0,4.83%
25950.0,2022-01-14,26731.0,0.86%
25950.0,2021-12-30,26776.0,1.37%
25950.0,2021-12-16,26458.0,-1.19%
25950.0,2021-12-02,26822.0,-1.50%
25950.0,2021-11-18,28546.0,-2.63%
25950.0,2021-11-04,28228.0,-1.58%
25950.0,2021-10-21,26867.0,3.14%
25950.0,2021-10-07,26504.0,1.39%
25950.0,2021-09-23,26322.0,5.84%
25950.0,2021-09-09,24507.0,-8.16%
25950.0,2021-08-24,22919.0,-1.36%
25950.0,2021-08-10,23599.0,9.24%
25950.0,2021-07-27,20652.0,0.42%
25950.0,2021-07-13,19010.0,-0.90%
25950.0,2021-06-29,20306.0,0.86%
25950.0,2021-06-15,21257.0,16.31%
25950.0,2021-06-01,17455.0,-0.98%
25950.0,2021-05-18,17325.0,-2.20%
25950.0,2021-05-04,17627.0,-2.40%
25950.0,2021-04-15,18794.0,-1.14%
25950.0,2021-04-01,18664.0,0.46%
25950.0,2021-03-18,19399.0,1.13%
25950.0,2021-03-04,17714.0,-0.97%
25950.0,2021-02-18,17584.0,-1.21%
25950.0,2021-01-28,17757.0,-8.26%
25950.0,2021-01-14,19788.0,-2.14%
25950.0,2020-12-30,20047.0,10.48%
25950.0,2020-12-16,18362.0,4.42%
25950.0,2020-12-02,17023.0,0.00%
25950.0,2020-11-18,17325.0,5.52%
25950.0,2020-11-04,16634.0,-0.26%
25950.0,2020-10-21,17185.0,-6.34%
25950.0,2020-10-07,15940.0,-3.76%
25950.0,2020-09-17,16812.0,3.06%
25950.0,2020-09-03,16397.0,12.86%
25950.0,2020-08-13,14819.0,-0.84%
25950.0,2020-07-30,13947.0,-8.94%
25950.0,2020-07-16,16023.0,-0.77%
25950.0,2020-07-02,16522.0,-2.92%
25950.0,2020-06-18,17351.0,-6.70%
25950.0,2020-06-04,17766.0,-1.83%
25950.0,2020-05-21,19427.0,-0.43%
25950.0,2020-05-07,20174.0,-2.41%
25950.0,2020-04-21,22001.0,6.00%
25950.0,2020-04-07,20755.0,0.00%
25950.0,2020-03-23,20589.0,0.81%
25950.0,2020-03-09,20755.0,-3.47%
25950.0,2020-02-18,21585.0,4.00%
25950.0,2020-02-04,23246.0,1.45%
25950.0,2020-01-14,20755.0,-1.77%
25950.0,2019-12-30,21004.0,5.64%
25950.0,2019-12-16,19925.0,-1.03%
25950.0,2019-12-02,21585.0,1.17%
13900.0,2023-11-20,13900.0,-0.36%
13900.0,2023-11-06,13900.0,4.91%
13900.0,2023-10-23,14300.0,-1.72%
13900.0,2023-10-09,14750.0,-1.34%
13900.0,2023-09-25,14600.0,-6.71%
13900.0,2023-09-11,15900.0,-0.63%
13900.0,2023-08-24,15500.0,-6.06%
13900.0,2023-08-10,15950.0,-0.93%
13900.0,2023-07-27,15600.0,-0.64%
13900.0,2023-07-13,16000.0,2.56%
13900.0,2023-06-29,15700.0,0.96%
13900.0,2023-06-15,14686.0,-2.07%
13900.0,2023-06-01,14413.0,3.64%
13900.0,2023-05-18,13946.0,-0.56%
13900.0,2023-05-04,13751.0,-3.02%
13900.0,2023-04-17,14569.0,4.47%
13900.0,2023-04-03,13751.0,8.28%
13900.0,2023-03-20,12543.0,-7.21%
13900.0,2023-03-06,12309.0,1.28%
13900.0,2023-02-20,13556.0,6.42%
13900.0,2023-02-06,13868.0,-2.19%
13900.0,2023-01-16,13985.0,8.13%
13900.0,2022-12-30,12699.0,-1.81%
13900.0,2022-12-16,13439.0,1.17%
13900.0,2022-12-02,12972.0,9.54%
13900.0,2022-11-18,11063.0,-3.72%
13900.0,2022-11-04,13868.0,-12.31%
13900.0,2022-10-21,16127.0,-8.41%
13900.0,2022-10-07,16088.0,-4.40%
13900.0,2022-09-23,17491.0,-0.66%
13900.0,2022-09-09,18309.0,-9.09%
13900.0,2022-08-24,19127.0,11.34%
13900.0,2022-08-10,1768.0,-89.75%
13900.0,2022-07-27,16711.0,15.26%
13900.0,2022-07-13,14763.0,18.63%
13900.0,2022-06-29,13174.0,6.99%
13900.0,2022-06-15,12545.0,-13.67%
13900.0,2022-06-01,14763.0,1.60%
13900.0,2022-05-18,12512.0,-11.68%
13900.0,2022-05-04,17709.0,6.37%
13900.0,2022-04-18,20357.0,-11.12%
13900.0,2022-04-01,24163.0,-3.19%
13900.0,2022-03-18,22111.0,-2.48%
13900.0,2022-03-04,23137.0,-4.25%
13900.0,2022-02-18,21879.0,7.30%
13900.0,2022-01-28,18801.0,0.71%
13900.0,2022-01-14,19066.0,-2.70%
13900.0,2021-12-30,18073.0,-9.90%
13900.0,2021-12-16,21184.0,-0.62%
13900.0,2021-12-02,20390.0,14.50%
13900.0,2021-11-18,18966.0,10.19%
13900.0,2021-11-04,15689.0,-5.01%
13900.0,2021-10-21,15789.0,3.03%
13900.0,2021-10-07,13770.0,7.49%
13900.0,2021-09-23,13803.0,0.00%
13900.0,2021-09-09,14531.0,-3.73%
13900.0,2021-08-24,13670.0,-4.40%
13900.0,2021-08-10,14994.0,13.25%
13900.0,2021-07-27,12743.0,2.39%
13900.0,2021-07-13,13240.0,-18.03%
13900.0,2021-06-29,15557.0,-4.86%
13900.0,2021-06-15,16484.0,9.21%
13900.0,2021-06-01,16782.0,2.03%
13900.0,2021-05-18,14411.0,2.16%
13900.0,2021-05-04,13240.0,5.26%
13900.0,2021-04-15,11407.0,-0.22%
13900.0,2021-04-01,10948.0,-0.70%
13900.0,2021-03-18,11814.0,1.76%
13900.0,2021-03-04,10897.0,-89.08%
13900.0,2021-02-18,10337.0,-89.32%
13900.0,2021-01-28,91155.0,773.22%
13900.0,2021-01-14,10643.0,1.70%
13900.0,2020-12-30,94465.0,-4.13%
13900.0,2020-12-16,92428.0,-1.09%
13900.0,2020-12-02,92682.0,0.00%
13900.0,2020-11-18,90136.0,15.31%
13900.0,2020-11-04,79187.0,10.28%
13900.0,2020-10-21,73331.0,-6.49%
13900.0,2020-10-07,73840.0,10.27%
13900.0,2020-09-17,64165.0,-2.32%
13900.0,2020-09-03,66711.0,2.75%
13900.0,2020-08-13,62637.0,0.00%
13900.0,2020-07-30,59581.0,-13.65%
13900.0,2020-07-16,69257.0,-1.45%
13900.0,2020-07-02,65183.0,9.40%
13900.0,2020-06-18,59581.0,-1.27%
13900.0,2020-06-04,59072.0,0.00%
13900.0,2020-05-21,60600.0,5.31%
13900.0,2020-05-07,58818.0,13.24%
13900.0,2020-04-21,50670.0,-6.73%
13900.0,2020-04-07,50321.0,14.37%
13900.0,2020-03-23,44532.0,-8.68%
13900.0,2020-03-09,52770.0,-1.25%
13900.0,2020-02-18,61454.0,-1.78%
13900.0,2020-02-04,59896.0,-5.94%
13900.0,2020-01-14,63904.0,-5.59%
13900.0,2019-12-30,73478.0,-4.62%
13900.0,2019-12-16,79267.0,-4.30%
13900.0,2019-12-02,77486.0,-0.85%
